,project,package,class,refactoring,rminer.output,rminer.count,refdiff.output,refdiff.count
586,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.servlet,ControllerEndpointHandlerMapping,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,EXTRACT_INTERFACE,1
587,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.servlet,ControllerEndpointHandlerMappingIntegrationTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
588,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.servlet,ControllerEndpointHandlerMappingTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
589,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,DefaultWebMvcTagsProvider,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
590,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.servlet,DefaultWebMvcTagsProviderTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
591,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,DispatcherServletHandlerMappings,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
592,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,DispatcherServletMappingDescription,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",4
593,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,DispatcherServletMappingDetails,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,EXTRACT_INTERFACE",4,"PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",4
594,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,DispatcherServletsMappingDescriptionProvider,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",3
595,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,FilterRegistrationMappingDescription,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
596,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,FiltersMappingDescriptionProvider,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
597,spring-boot-actuator,org.springframework.boot.actuate.web.trace.servlet,HttpTraceFilter,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
598,spring-boot-actuator,org.springframework.boot.actuate.trace.http.servlet,HttpTraceFilterTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
599,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,LongTaskTimingHandlerInterceptor,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
600,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,LongTaskTimingHandlerInterceptorTests,ExtractInterface,"MODIFY_METHOD_ANNOTATION,MODIFY_METHOD_ANNOTATION,MODIFY_METHOD_ANNOTATION,MODIFY_METHOD_ANNOTATION,EXTRACT_INTERFACE",5,EXTRACT_INTERFACE,1
601,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.servlet,MvcWebEndpointIntegrationTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
602,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,RequestMappingConditionsDescription,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,EXTRACT_INTERFACE",4,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",8
603,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,ServletRegistrationMappingDescription,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
604,spring-boot-actuator,org.springframework.boot.actuate.web.mappings.servlet,ServletsMappingDescriptionProvider,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
605,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.servlet,SkipPathExtensionContentNegotiation,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
606,spring-boot-actuator,org.springframework.boot.actuate.web.trace.servlet,TraceableHttpServletRequest,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",5
607,spring-boot-actuator,org.springframework.boot.actuate.web.trace.servlet,TraceableHttpServletRequestTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
608,spring-boot-actuator,org.springframework.boot.actuate.web.trace.servlet,TraceableHttpServletResponse,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
609,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.servlet,WebMvcEndpointHandlerMapping,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,EXTRACT_INTERFACE,1
610,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,WebMvcMetricsFilterAutoTimedTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
611,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,WebMvcMetricsFilterTests,ExtractInterface,"MODIFY_METHOD_ANNOTATION,MODIFY_METHOD_ANNOTATION,MODIFY_METHOD_ANNOTATION,MODIFY_METHOD_ANNOTATION,EXTRACT_INTERFACE",5,EXTRACT_INTERFACE,1
612,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,WebMvcMetricsIntegrationTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
613,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,WebMvcTags,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
614,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,WebMvcTagsContributor,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,EXTRACT_INTERFACE,1
615,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.servlet,WebMvcTagsProvider,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
616,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.servlet,WebMvcTagsTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
617,spring-boot-actuator,org.springframework.boot.actuate.session,SessionsEndpoint,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",5,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",4
618,spring-boot-actuator,org.springframework.boot.actuate.session,SessionsEndpointTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
619,spring-boot-actuator,org.springframework.boot.actuate.session,SessionsEndpointWebIntegrationTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
620,spring-boot-actuator,org.springframework.boot.actuate.solr,SolrHealthIndicator,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
621,spring-boot-actuator,org.springframework.boot.actuate.solr,SolrHealthIndicatorTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
622,spring-boot-actuator,org.springframework.boot.actuate.startup,StartupEndpoint,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
623,spring-boot-actuator,org.springframework.boot.actuate.startup,StartupEndpointTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
624,spring-boot-actuator,org.springframework.boot.actuate.system,DiskSpaceHealthIndicator,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,EXTRACT_INTERFACE,1
625,spring-boot-actuator,org.springframework.boot.actuate.system,DiskSpaceHealthIndicatorTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
626,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.test,PortHolder,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,EXTRACT_INTERFACE,1
627,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.test,WebEndpointTestInvocationContextProvider,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",3
628,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.tomcat,TomcatMetricsBinder,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
629,spring-boot-actuator,org.springframework.boot.actuate.metrics.web.tomcat,TomcatMetricsBinderTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
630,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,EndpointLinksResolver,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_RETURN_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,EXTRACT_INTERFACE",15,"CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD",9
631,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,EndpointLinksResolverTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
632,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,EndpointMapping,ExtractInterface,"CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,EXTRACT_INTERFACE",23,"EXTRACT_INTERFACE,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD",14
633,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,EndpointMappingTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
634,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,EndpointMediaTypes,ExtractInterface,"CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_RETURN_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_RETURN_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_RETURN_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_RETURN_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",46,"CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,EXTRACT_INTERFACE,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD",30
635,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,EndpointMediaTypesTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
636,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,EndpointServletTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
637,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,Link,ExtractInterface,"CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",4,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",4
638,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,LinkTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
639,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,PathMappedEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
640,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,PathMappedEndpoints,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",13,"PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,CHANGE_SIGNATURE_METHOD",12
641,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,PathMappedEndpointsTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
642,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,PathMapper,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,EXTRACT_INTERFACE,1
643,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,ServletEndpointRegistrar,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
644,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,ServletEndpointRegistrarTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
645,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,WebEndpointResponseTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
646,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,WebEndpointsSupplier,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
647,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,WebOperationRequestPredicate,ExtractInterface,"CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_PARAMETER_TYPE,EXTRACT_INTERFACE",9,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",11
648,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web,WebOperationRequestPredicateTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
649,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.amqp,RabbitHealthIndicator,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
650,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.amqp,RabbitHealthIndicatorTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
651,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.metrics.amqp,RabbitMetrics,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
652,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.metrics.amqp,RabbitMetricsTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
653,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.annotation,AbstractDiscoveredOperation,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",5
654,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,BaseConfiguration,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
655,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,ControllerEndpointDiscoverer,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,EXTRACT_INTERFACE,1
656,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,ControllerEndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
657,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,ControllerEndpointFilter,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
658,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,ControllerEndpointsSupplier,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
659,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,DiscoveredControllerEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",3
660,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.jmx.annotation,DiscoveredJmxEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
661,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.jmx.annotation,DiscoveredJmxOperation,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",5
662,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.jmx.annotation,DiscoveredJmxOperationTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
663,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.annotation,DiscoveredOperationMethod,ExtractInterface,"CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",3,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,CHANGE_SIGNATURE_METHOD",3
664,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.annotation,DiscoveredOperationMethodTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
665,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.annotation,DiscoveredOperationsFactoryTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
666,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,DiscoveredServletEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",3
667,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,DiscoveredWebEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
668,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,DiscoveredWebOperation,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",4
669,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.annotation,DiscovererEndpointFilter,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
670,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.annotation,DiscovererEndpointFilterTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
671,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.annotation,EndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
672,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.jmx.annotation,JmxEndpointDiscoverer,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,EXTRACT_INTERFACE,1
673,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.jmx.annotation,JmxEndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
674,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.jmx.annotation,JmxEndpointFilter,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
675,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,RequestPredicateFactory,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
676,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,RequestPredicateFactoryTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
677,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,ServletEndpointDiscoverer,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,EXTRACT_INTERFACE,1
678,spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.endpoint.web.annotation,ServletEndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
