project,package,class,method,refactoring,rminer.output,rminer.count,refdiff.output,refdiff.count
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,argumentIsEqual#QString,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,argumentIsReturned#QString,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,argumentIsAssigned#QString,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,codeRange#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,getCoverage#,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,preprocessArguments#QListQString,MoveMethod,MOVE_METHOD,1,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,addReplacement#QReplacement,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,containsIdenticalOrCompositeReplacement#,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,containsReplacement#QReplacementType,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,containsVariableNameReplacement#QString,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,equals#QObject,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,hashCode#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,inlinedVariableAssignment#QAbstractCodeFragment;QList+QAbstractCodeFragment;QSetQRefactoring,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,isExactAfterAbstraction#,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,isKeyword#,MoveMethod,MOVE_METHOD,1,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,overlappingExtractVariable#QAbstractExpression;QString;QList+QAbstractCodeFragment;QSetQRefactoring,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,processExtractVariableRefactoring#QExtractVariableRefactoring;QSetQRefactoring,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,processInlineVariableRefactoring#QInlineVariableRefactoring;QSetQRefactoring,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,reservedTokenMatch#QAbstractExpression;QReplacement;QString,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,temporaryVariableAssignment#QAbstractCodeFragment;QList+QAbstractCodeFragment;QSetQRefactoring;QUMLClassBaseDiff,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,ternaryMatch#QAbstractExpression;QString,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,toString#,MoveMethod,NA,0,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getAnonymousClassDeclarations#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getArguments#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getArrayAccesses#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getBooleanLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getCreationMap#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getInfixOperators#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getLambdas#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getMethodInvocationMap#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getNullLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getNumberLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getOwner#,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,INLINE_METHOD,-1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getParent#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getPostfixExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getPrefixExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getString#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getStringLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getTernaryOperatorExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getTypeLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getTypes#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getVariableDeclarations#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getVariableDeclaration#QString,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getVariables#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,searchVariableDeclaration#QString,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,setOwner#QCompositeStatementObject,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,toString#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractStatement,getParent#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractStatement,getString#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractStatement,searchVariableDeclaration#QString,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractStatement,setParent#QCompositeStatementObject,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,toString#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,addExpression#QAbstractExpression,MoveMethod,NA,0,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,addVariableDeclaration#QVariableDeclaration,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,contains#QAbstractCodeFragment,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getAnonymousClassDeclarations#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getArguments#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getArrayAccesses#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getBooleanLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getCreationMap#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getInfixOperators#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getLambdas#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getLeaves#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getMethodInvocationMap#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getNullLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getNumberLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getPostfixExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getPrefixExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getStringLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getTernaryOperatorExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getTypeLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getTypes#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getVariableDeclarations#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getVariableDeclarationsInScope#QLocationInfo,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getVariableDeclaration#QString,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getVariables#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,statementCount#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,toString#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObjectMapping,compareTo#QCompositeStatementObjectMapping,MoveMethod,"RENAME_PARAMETER,REMOVE_METHOD_ANNOTATION",2,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,LambdaExpressionObject,codeRange#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,LambdaExpressionObject,getLocationInfo#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,LeafMapping,compareTo#QLeafMapping,MoveMethod,"RENAME_PARAMETER,REMOVE_METHOD_ANNOTATION",2,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,equals#QObject,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,getName#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,hashCode#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,identicalName#QAbstractCall,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,normalizedNameDistance#QAbstractCall,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,toString#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getAllOperationInvocations#,MoveMethod,MOVE_METHOD,1,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getVariableDeclarationsInScope#QLocationInfo,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,compatibleTypes#QUMLParameter;QUMLType;QUMLModelDiff,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,identicalName#QAbstractCall,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,matchesOperation#QUMLOperation,MoveMethod,NA,0,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,normalizedNameDistance#QAbstractCall,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,typeInferenceMatch#QUMLOperation;QMapQStringQUMLType,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,varArgsMatch#QUMLOperation,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getAnonymousClassDeclarations#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getArguments#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getArrayAccesses#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getBooleanLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getCreationMap#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getInfixOperators#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getLambdas#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getLeaves#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getMethodInvocationMap#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getNullLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getNumberLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getPostfixExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getPrefixExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getStringLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getTernaryOperatorExpressions#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getTypeLiterals#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getTypes#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getVariableDeclarations#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getVariableDeclaration#QString,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,getVariables#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,statementCount#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,stringRepresentation#,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,StatementObject,toString#,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,TernaryOperatorExpression,getCondition#,MoveMethod,MOVE_METHOD,1,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,TryStatementObject,getFinallyClause#,MoveMethod,PULL_UP_METHOD,-1,PULL_UP_METHOD,-1
RefactoringMiner,gr.uom.java.xmi.decomposition,TryStatementObject,setFinallyClause#QCompositeStatementObject,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,PULL_UP_METHOD",-3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,TypeReplacementAnalysis,containsVariableDeclarationWithSameNameAndType#QVariableDeclaration;QListQVariableDeclaration,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,argumentsWithIdenticalMethodCalls#QSetQString;QSetQString;QSetQString;QSetQString,MoveMethod,MOVE_METHOD,1,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,callsRemovedAndAddedOperation#QListQUMLOperation;QListQUMLOperation,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,cast#QString;QString,MoveMethod,MOVE_METHOD,1,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,classInstanceCreationWithEverythingReplaced#QAbstractCodeFragment;QAbstractCodeFragment;QReplacementInfo;QMapQStringQString,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,commonConcat#QString;QString;QReplacementInfo,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,INTERNAL_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,commonConditional#QString;QString;QReplacementInfo,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,INTERNAL_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,compareTo#QUMLOperationBodyMapper,MoveMethod,"RENAME_PARAMETER,REMOVE_METHOD_ANNOTATION",2,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,containsValidOperatorReplacements#QReplacementInfo,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,INTERNAL_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,createCompositeMapping#QCompositeStatementObject;QCompositeStatementObject;QMapQStringQString;D,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,createLeafMapping#QAbstractCodeFragment;QAbstractCodeFragment;QMapQStringQString,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,declarationWithArrayInitializer#QListQVariableDeclaration,MoveMethod,MOVE_METHOD,1,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,differOnlyInCastExpressionOrPrefixOperator#QString;QString;QReplacementInfo,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,INTERNAL_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,editDistance#,MoveMethod,"ADD_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,equalAfterNewArgumentAdditions#QString;QString;QReplacementInfo,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,INTERNAL_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,equalAfterArgumentMerge#QString;QString;QReplacementInfo,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,INTERNAL_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,equals#QObject,MoveMethod,EXTRACT_AND_MOVE_METHOD,1,EXTRACT_MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,expandAnonymousAndLambdas#QAbstractCodeFragment;QListQStatementObject;QListQCompositeStatementObject;QSetQStatementObject;QSetQCompositeStatementObject;QUMLOperationBodyMapper,MoveMethod,"RENAME_PARAMETER,CHANGE_PARAMETER_TYPE,MOVE_METHOD",3,MOVE_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,UMLOperationBodyMapper,findAnonymousClass#QAnonymousClassDeclarationObject;QUMLOperation,MoveMethod,"REMOVE_PARAMETER,MOVE_METHOD",2,MOVE_METHOD,1
