project,package,class,method,refactoring,rminer.output,rminer.count,refdiff.output,refdiff.count
RefactoringMiner,org.refactoringminer.api,Churn,getChurn#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,org.refactoringminer.api,Churn,getLinesAdded#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,org.refactoringminer.api,Churn,getLinesRemoved#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,org.refactoringminer.api,Refactoring,toJSON#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,aggregate#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,attributeKey#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,extractFromDescription#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,fromName#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,getAbbreviation#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,getDisplayName#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,getGroup#QString;I,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,getRegex#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,org.refactoringminer.api,RefactoringType,methodKey#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,parse#QString;QCollectionQRefactoringRelationship,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,org.refactoringminer.api,RefactoringType,parseRefactoring#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,actualString#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,allArgumentsReplaced#QAbstractCall;QSetQReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,allArgumentsReplaced#QAbstractCall;QSetQReplacement;QMapQStringQString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,argumentIntersection#QAbstractCall,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,argumentIntersectionSize#QAbstractCall;QMapQStringQString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,argumentIsEqual#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,argumentIsReturned#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,argumentIsAssigned#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,equalArguments#QAbstractCall,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,equalsIgnoringExtraParenthesis#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,expressionIsNullOrThis#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,getArguments#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,getCoverage#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,getExpression#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identical#QAbstractCall;QSetQReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identicalExpression#QAbstractCall;QSetQReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identicalExpression#QAbstractCall,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identicalExpressionAfterTypeReplacements#QAbstractCall;QSetQReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identicalOrReplacedArguments#QAbstractCall;QSetQReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identicalOrConcatenatedArguments#QAbstractCall,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identicalOrWrappedArguments#QAbstractCall,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identicalWithMergedArguments#QAbstractCall;QSetQReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,identicalWithDifferentNumberOfArguments#QAbstractCall;QSetQReplacement;QMapQStringQString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,makeReplacementForReturnedArgument#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,makeReplacementForWrappedCall#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,makeReplacementForAssignedArgument#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,onlyArgumentsChanged#QAbstractCall;QSetQReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,preprocessArguments#QListQString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,renamedWithIdenticalExpressionAndArguments#QAbstractCall;QSetQReplacement;D,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,renamedWithDifferentExpressionAndIdenticalArguments#QAbstractCall,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,renamedWithIdenticalArgumentsAndNoExpression#QAbstractCall;D;QListQUMLOperationBodyMapper,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,renamedWithIdenticalExpressionAndDifferentNumberOfArguments#QAbstractCall;QSetQReplacement;D;QListQUMLOperationBodyMapper,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCall,update#QAbstractCall;QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,assignmentInvocationCoveringEntireStatement#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,containsInitializerOfVariableDeclaration#QSetQString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,countableStatement#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,creationCoveringEntireFragment#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,equalFragment#QAbstractCodeFragment,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,expressionIsTheInitializerOfVariableDeclaration#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,expressionIsTheRightHandSideOfAssignment#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,getArgumentizedString#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,getDepth#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,getIndex#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,invocationCoveringEntireFragment#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,isCastExpressionCoveringEntireFragment#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,quoteAfter#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,quoteBefore#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,replaceParametersWithArguments#QMapQStringQString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,resetArgumentization#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,setDepth#I,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,setIndex#I,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeFragment,throwsNewException#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,addReplacement#QReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,addReplacements#QSetQReplacement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,commonReplacements#QAbstractCodeMapping,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,containsIdenticalOrCompositeReplacement#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,containsReplacement#QReplacementType,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,containsVariableNameReplacement#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,getFragment1#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,getFragment2#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,getOperation1#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,getOperation2#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,getReplacements#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,getReplacementTypes#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,inlinedVariableAssignment#QAbstractCodeFragment;QList+QAbstractCodeFragment;QSetQRefactoring,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,isExact#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,isExactAfterAbstraction#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,isIdenticalWithExtractedVariable#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,isIdenticalWithInlinedVariable#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,isKeyword#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,overlappingExtractVariable#QAbstractExpression;QString;QList+QAbstractCodeFragment;QSetQRefactoring,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,processExtractVariableRefactoring#QExtractVariableRefactoring;QSetQRefactoring,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,processInlineVariableRefactoring#QInlineVariableRefactoring;QSetQRefactoring,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,reservedTokenMatch#QAbstractExpression;QReplacement;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,temporaryVariableAssignment#QSetQRefactoring,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,temporaryVariableAssignment#QAbstractCodeFragment;QList+QAbstractCodeFragment;QSetQRefactoring;QUMLClassBaseDiff,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractCodeMapping,ternaryMatch#QAbstractExpression;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getExpression#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,getOwner#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractExpression,setOwner#QCompositeStatementObject,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AbstractStatement,setParent#QCompositeStatementObject,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getAnonymousClassDeclarations#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getArguments#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getArrayAccesses#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getAstNode#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getBooleanLiterals#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getCreationMap#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getInfixOperators#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getLambdas#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getMethodInvocationMap#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getNullLiterals#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getNumberLiterals#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getPostfixExpressions#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getPrefixExpressions#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getStringLiterals#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getTernaryOperatorExpressions#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getTypeLiterals#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getTypes#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getVariableDeclarations#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,getVariables#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,AnonymousClassDeclarationObject,setAstNode#QAnonymousClassDeclaration,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,addExpression#QAbstractExpression,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,addStatement#QAbstractStatement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,addVariableDeclaration#QVariableDeclaration,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,aliasedAttributes#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,contains#QAbstractCodeFragment,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getAllAnonymousClassDeclarations#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getAllLambdas#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getAllMethodInvocations#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getAllVariables#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getAllVariableDeclarations#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getExpressions#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getInnerNodes#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getStatements#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,getVariableDeclarationsInScope#QLocationInfo,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,isLoop#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,CompositeStatementObject,loopWithVariables#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,LambdaExpressionObject,getBody#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,LambdaExpressionObject,getExpression#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,LeafMapping,callChainIntersection#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,LeafMapping,parentEditDistance#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,getAnonymousClassDeclaration#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,getType#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,identicalArrayInitializer#QObjectCreation,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ObjectCreation,isArray#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,aliasedAttributes#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getAllAnonymousClassDeclarations#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getAllLambdas#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getAllOperationInvocations#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getAllVariables#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getAllVariableDeclarations#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getCompositeStatement#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getVariableDeclarationsInScope#QLocationInfo,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,getVariableDeclaration#QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,loopWithVariables#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,processStatement#QCompilationUnit;QString;QCompositeStatementObject;QStatement,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationBody,statementCount#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,callChainIntersection#QOperationInvocation,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,compatibleTypes#QUMLParameter;QUMLType;QUMLModelDiff,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,compatibleExpression#QOperationInvocation,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,containsVeryLongSubExpression#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,differInThisDot#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,differentExpressionNameAndArguments#QOperationInvocation,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,dotInsideArguments#I;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,getMethodName#,RenameMethod,RENAME_METHOD,1,NA,0
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,identicalWithExpressionCallChainDifference#QOperationInvocation,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,matchesOperation#QUMLOperation,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,matchesOperation#QUMLOperation;QMapQStringQUMLType;QUMLModelDiff,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,numberOfSubExpressions#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,processExpression#QExpression;QListQString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,subExpressionIntersection#QOperationInvocation,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,subExpressions#,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,typeInferenceMatch#QUMLOperation;QMapQStringQUMLType,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,OperationInvocation,varArgsMatch#QUMLOperation,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ReplacementUtil,compatibleCharacterBeforeMatch#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ReplacementUtil,compatibleCharacterAfterMatch#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
RefactoringMiner,gr.uom.java.xmi.decomposition,ReplacementUtil,contains#QString;QString,RenameMethod,RENAME_METHOD,1,RENAME_METHOD,1
